dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,head_learning_rate,representation_learning_rate,encoder_learning_rate,esm_learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,checkpoint_dir,error,loss,accuracy,positive_precision,positive_recall,positive_f1,precision,recall,f1,macro_f1,balanced_accuracy,auroc,auprc,num_samples
solubility,v27,random_autoencoder,from_scratch,False,True,,mlp,43,end_to_end,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/final/mlp/random_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/random_autoencoder/seed_43,,0.5268360858651744,0.6928464232116058,0.8249158249158249,0.49,0.6148055207026348,0.8249158249158249,0.49,0.6148055207026348,0.6796989333962425,0.6929479479479479,0.8215915915915916,0.8159512363077279,1999.0
solubility,v27,random_autoencoder,from_scratch,False,True,,mlp,44,end_to_end,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/final/mlp/random_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/random_autoencoder/seed_44,,0.5242640576760969,0.7208604302151076,0.7938829787234043,0.597,0.6815068493150684,0.7938829787234043,0.597,0.6815068493150684,0.716532587613901,0.7209224224224224,0.8224824824824825,0.8182947378513317,1999.0
solubility,v27,trained_autoencoder,fine_tuned,False,True,v27,linear,42,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.0,0.0,failed,Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_42,"Refusing to reuse Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_42: its saved configuration does not match the requested code, data, checkpoint, preprocessing, or hyperparameters. Use --overwrite to archive it and start a new run.",,,,,,,,,,,,,
solubility,v27,trained_autoencoder,fine_tuned,False,True,v27,linear,43,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_43,,0.5486268219857171,0.7178589294647324,0.7665036674816625,0.627,0.6897689768976898,0.7665036674816625,0.627,0.6897689768976898,0.7155266902837073,0.7179044044044044,0.8032107107107107,0.8058868508787329,1999.0
solubility,v27,trained_autoencoder,fine_tuned,False,True,v27,linear,44,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder/seed_44,,0.5410159874284428,0.7068534267133567,0.738479262672811,0.641,0.6862955032119914,0.738479262672811,0.641,0.6862955032119914,0.7055890661599863,0.7068863863863863,0.7986066066066065,0.7992574624535592,1999.0
solubility,v27,trained_autoencoder,fine_tuned,False,True,v27,mlp,42,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.1,0.0,0.0,failed,Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_42,"Refusing to reuse Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_42: its saved configuration does not match the requested code, data, checkpoint, preprocessing, or hyperparameters. Use --overwrite to archive it and start a new run.",,,,,,,,,,,,,
solubility,v27,trained_autoencoder,fine_tuned,False,True,v27,mlp,43,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_43,,0.5196872813633646,0.71935967983992,0.7761006289308177,0.617,0.6874651810584959,0.7761006289308177,0.617,0.6874651810584959,0.7164062174016945,0.7194109109109109,0.8212692692692694,0.8133167298428845,1999.0
solubility,v27,trained_autoencoder,fine_tuned,False,True,v27,mlp,44,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder/seed_44,,0.520911049341905,0.7268634317158579,0.7895408163265306,0.619,0.6939461883408071,0.7895408163265306,0.619,0.6939461883408071,0.723666861108073,0.7269174174174173,0.8205545545545545,0.8178193054046166,1999.0
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.1,0.05,failed,Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_42,"Refusing to reuse Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_42: its saved configuration does not match the requested code, data, checkpoint, preprocessing, or hyperparameters. Use --overwrite to archive it and start a new run.",,,,,,,,,,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,43,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.1,0.05,complete,Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_43,,0.5625988083997329,0.7063531765882941,0.815267175572519,0.534,0.6453172205438067,0.815267175572519,0.534,0.6453172205438067,0.6973918582445879,0.7064394394394394,0.8304444444444445,0.8189524944208502,1999.0
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,44,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.1,0.05,complete,Code/results/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/linear/trained_autoencoder+esm2/seed_44,,0.5039282081543416,0.7408704352176088,0.7689732142857143,0.689,0.7267932489451476,0.7689732142857143,0.689,0.7267932489451476,0.7401806396961703,0.7408963963963964,0.8358008008008008,0.8272684255843863,1999.0
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.3,0.2,0.1,failed,Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_42,"Refusing to reuse Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_42: its saved configuration does not match the requested code, data, checkpoint, preprocessing, or hyperparameters. Use --overwrite to archive it and start a new run.",,,,,,,,,,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,43,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.3,0.2,0.1,complete,Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_43,,0.53706577772078,0.7183591795897949,0.8275862068965517,0.552,0.6622675464907019,0.8275862068965517,0.552,0.6622675464907019,0.7103701524817302,0.7184424424424425,0.8378718718718718,0.8255830571813818,1999.0
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,44,end_to_end,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.3,0.2,0.1,complete,Code/results/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/final/mlp/trained_autoencoder+esm2/seed_44,,0.5299142416624382,0.7348674337168585,0.7758215962441315,0.661,0.7138228941684666,0.7758215962441315,0.661,0.7138228941684666,0.733425892564196,0.7349044044044044,0.8315615615615616,0.8181955563188686,1999.0
