dataset,version,representation,head_type,seed,phase,learning_rate,weight_decay,dropout,status,run_dir,checkpoint_dir,error,loss,accuracy,positive_precision,positive_recall,positive_f1,precision,recall,f1,macro_f1,balanced_accuracy,auroc,auprc,num_samples
solubility,v3,trained_autoencoder,linear,44,final,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/final/linear/trained_autoencoder/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/linear/trained_autoencoder/seed_44,,0.6546563591105512,0.59879939969985,0.6430635838150289,0.445,0.5260047281323877,0.6430635838150289,0.445,0.5260047281323877,0.5891081749942078,0.5988763763763764,0.6823253253253253,0.6533245135500996,1999
solubility,v3,trained_autoencoder,mlp,42,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/final/mlp/trained_autoencoder/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/mlp/trained_autoencoder/seed_42,,0.5767899970968942,0.6858429214607303,0.7569060773480663,0.548,0.6357308584686775,0.7569060773480663,0.548,0.6357308584686775,0.6797827555316123,0.6859119119119119,0.7755565565565566,0.7527747224381091,1999
solubility,v3,trained_autoencoder,mlp,43,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/final/mlp/trained_autoencoder/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/mlp/trained_autoencoder/seed_43,,0.5726728026660578,0.6718359179589795,0.7263157894736842,0.552,0.6272727272727273,0.7263157894736842,0.552,0.6272727272727273,0.6670769355755951,0.6718958958958959,0.7639169169169169,0.742238327710577,1999
solubility,v3,trained_autoencoder,mlp,44,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/final/mlp/trained_autoencoder/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/mlp/trained_autoencoder/seed_44,,0.5709271799510214,0.6793396698349174,0.7202453987730061,0.587,0.646831955922865,0.7202453987730061,0.587,0.646831955922865,0.6765996701281756,0.6793858858858859,0.7622622622622622,0.730717746593992,1999
solubility,v3,trained_autoencoder+esm2,linear,42,final,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/final/linear/trained_autoencoder+esm2/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/linear/trained_autoencoder+esm2/seed_42,,0.6408528901148344,0.6468234117058529,0.7227272727272728,0.477,0.5746987951807229,0.7227272727272728,0.477,0.5746987951807229,0.6363656507982314,0.6469084084084085,0.7344174174174175,0.7039760262627913,1999
solubility,v3,trained_autoencoder+esm2,linear,43,final,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/final/linear/trained_autoencoder+esm2/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/linear/trained_autoencoder+esm2/seed_43,,0.6564134752052674,0.6298149074537268,0.698170731707317,0.458,0.5531400966183575,0.698170731707317,0.458,0.5531400966183575,0.6185854197865486,0.6299009009009009,0.7198168168168169,0.6940303118312369,1999
solubility,v3,trained_autoencoder+esm2,linear,44,final,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/final/linear/trained_autoencoder+esm2/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/linear/trained_autoencoder+esm2/seed_44,,0.6419713201971279,0.6388194097048524,0.711890243902439,0.467,0.5640096618357487,0.711890243902439,0.467,0.5640096618357487,0.6278630717376865,0.6389054054054054,0.7336196196196196,0.7066804783204483,1999
solubility,v3,trained_autoencoder+esm2,mlp,42,final,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/final/mlp/trained_autoencoder+esm2/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/mlp/trained_autoencoder+esm2/seed_42,,0.5721462920136664,0.6898449224612306,0.739294710327456,0.587,0.6544035674470458,0.739294710327456,0.587,0.6544035674470458,0.6865484261917625,0.6898963963963964,0.7925005005005005,0.767113424783374,1999
solubility,v3,trained_autoencoder+esm2,mlp,43,final,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/final/mlp/trained_autoencoder+esm2/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/mlp/trained_autoencoder+esm2/seed_43,,0.5533297167174992,0.7038519259629815,0.7271714922048997,0.653,0.6880927291886196,0.7271714922048997,0.653,0.6880927291886196,0.7030939836419289,0.7038773773773774,0.7904304304304304,0.7542872010162708,1999
solubility,v3,trained_autoencoder+esm2,mlp,44,final,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/final/mlp/trained_autoencoder+esm2/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/final/mlp/trained_autoencoder+esm2/seed_44,,0.5879321902498357,0.6818409204602301,0.7585227272727273,0.534,0.6267605633802817,0.7585227272727273,0.534,0.6267605633802817,0.6747577882289377,0.6819149149149148,0.7972502502502502,0.7651527730177887,1999
