dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,checkpoint_dir,error,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection,encoder_lr_partition,phase_partition
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,mlp,42,end_to_end_tuning,0.0001,0.0001,0.1,0.2,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder/lr_1e-4_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder/lr_1e-4_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0_seed_42,,8.0,0.7022136047826789,0.5001997423769589,0.7345145491212907,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,,1.0,0.7113520617709873,0.5020793838481744,0.7469029098242581,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.1,0.05,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.1_esm_do_0.05_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.1_esm_do_0.05_seed_42,,3.0,0.7022173355323438,0.4600369464214306,0.7659176029962547,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.2,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.2_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.2_esm_do_0.1_seed_42,,3.0,0.7078899082568807,0.4672351063877661,0.7706712762892538,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,linear,42,end_to_end_tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,8.0,0.7179974651457541,0.4981371390221957,0.7435897435897436,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,linear,42,end_to_end_tuning,0.0001,0.0001,,0.1,0.05,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,,8.0,0.7200502433663055,0.4884098392764487,0.7431575914721982,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,linear,42,end_to_end_tuning,0.0001,0.0001,,0.2,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,,1.0,0.68563021088769,0.5195020376279353,0.722990492653414,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,3.0,0.72,0.4642001873768224,0.7650532987611639,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.1,0.05,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,,3.0,0.7150241212956582,0.4741300122087402,0.7617401325266494,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder+esm2,fine_tuned,False,False,v5,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.2,0.1,failed,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,Non-finite gradient norm in training batch 3822.,,,,,encoder_lr_1e-4,unfrozen
