dataset,version,representation,head_type,seed,phase,learning_rate,weight_decay,dropout,status,run_dir,checkpoint_dir,error,loss,accuracy,positive_precision,positive_recall,positive_f1,precision,recall,f1,macro_f1,balanced_accuracy,auroc,auprc,num_samples
solubility,v1,random_autoencoder,mlp,43,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/random_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/random_autoencoder/seed_43,,0.6361039707277821,0.6378189094547274,0.6849865951742627,0.511,0.5853379152348225,0.6849865951742627,0.511,0.5853379152348225,0.6319229540650133,0.6378823823823824,0.7165045045045044,0.6820734465312431,1999.0
solubility,v1,random_autoencoder,mlp,44,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/random_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/random_autoencoder/seed_44,,0.669084224538722,0.5902951475737869,0.6792079207920793,0.343,0.4558139534883721,0.6792079207920793,0.343,0.4558139534883721,0.5636470489463521,0.590418918918919,0.6712592592592593,0.6482106190128584,1999.0
solubility,v1,trained_autoencoder,linear,42,final,0.001,0.0,,complete,Code/results/classifier/solubility/v1/final/linear/trained_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/linear/trained_autoencoder/seed_42,,0.5983596154306459,0.6688344172086043,0.7241379310344828,0.546,0.6225769669327252,0.7241379310344828,0.546,0.6225769669327252,0.6637840271383768,0.6688958958958959,0.7600900900900901,0.735874002479239,1999.0
solubility,v1,trained_autoencoder,linear,43,final,0.001,0.0,,complete,Code/results/classifier/solubility/v1/final/linear/trained_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/linear/trained_autoencoder/seed_43,,0.6101386849137174,0.6598299149574788,0.7253521126760564,0.515,0.6023391812865497,0.7253521126760564,0.515,0.6023391812865497,0.6525681920418762,0.6599024024024024,0.7563953953953954,0.735596498872549,1999.0
solubility,v1,trained_autoencoder,linear,44,final,0.001,0.0,,complete,Code/results/classifier/solubility/v1/final/linear/trained_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/linear/trained_autoencoder/seed_44,,0.6076764843951707,0.6643321660830416,0.7256515775034293,0.529,0.6119144013880856,0.7256515775034293,0.529,0.6119144013880856,0.6580947062030776,0.6643998998998999,0.7539649649649649,0.7309734656328071,1999.0
solubility,v1,trained_autoencoder,mlp,42,final,0.0001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/trained_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/trained_autoencoder/seed_42,,0.5568904688562257,0.7073536768384192,0.7603513174404015,0.606,0.674457429048414,0.7603513174404015,0.606,0.674457429048414,0.7043345754964923,0.7074044044044043,0.8000810810810811,0.7832232247073478,1999.0
solubility,v1,trained_autoencoder,mlp,43,final,0.0001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/trained_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/trained_autoencoder/seed_43,,0.5412790764863041,0.7113556778389195,0.7647058823529411,0.611,0.679266259032796,0.7647058823529411,0.611,0.679266259032796,0.7084371313354066,0.7114059059059059,0.8090730730730731,0.7910441287915934,1999.0
solubility,v1,trained_autoencoder,mlp,44,final,0.0001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/trained_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/trained_autoencoder/seed_44,,0.5493361250706588,0.7098549274637319,0.7548543689320388,0.622,0.6820175438596491,0.7548543689320388,0.622,0.6820175438596491,0.7076141077163931,0.7098988988988989,0.8015145145145146,0.7718199012182557,1999.0
solubility,v1,trained_autoencoder+esm2,linear,42,final,0.0003,0.0,,complete,Code/results/classifier/solubility/v1/final/linear/trained_autoencoder+esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/linear/trained_autoencoder+esm2/seed_42,,0.5961708636388832,0.6863431715857929,0.7406451612903225,0.574,0.6467605633802817,0.7406451612903225,0.574,0.6467605633802817,0.6823546406644998,0.6863993993993993,0.7737017017017018,0.7468289443161211,1999.0
solubility,v1,trained_autoencoder+esm2,linear,43,final,0.0003,0.0,,complete,Code/results/classifier/solubility/v1/final/linear/trained_autoencoder+esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/linear/trained_autoencoder+esm2/seed_43,,0.5956534294559694,0.6898449224612306,0.736318407960199,0.592,0.656319290465632,0.736318407960199,0.592,0.656319290465632,0.6868652058526883,0.6898938938938939,0.7713853853853853,0.7375528847414551,1999.0
solubility,v1,trained_autoencoder+esm2,linear,44,final,0.0003,0.0,,complete,Code/results/classifier/solubility/v1/final/linear/trained_autoencoder+esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/linear/trained_autoencoder+esm2/seed_44,,0.5887604406203193,0.6888444222111055,0.7380352644836272,0.586,0.653288740245262,0.7380352644836272,0.586,0.653288740245262,0.6855372920827036,0.688895895895896,0.7742022022022021,0.74530036947776,1999.0
solubility,v1,trained_autoencoder+esm2,mlp,42,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/trained_autoencoder+esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/trained_autoencoder+esm2/seed_42,,0.5389317215353683,0.7243621810905453,0.7453551912568306,0.682,0.7122715404699739,0.7453551912568306,0.682,0.7122715404699739,0.7238746084491012,0.7243833833833835,0.8114059059059059,0.7803978005687637,1999.0
solubility,v1,trained_autoencoder+esm2,mlp,43,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/trained_autoencoder+esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/trained_autoencoder+esm2/seed_43,,0.546653233792795,0.7198599299649825,0.7606635071090048,0.642,0.6963123644251626,0.7606635071090048,0.642,0.6963123644251626,0.718165467263649,0.7198988988988989,0.807094094094094,0.7760979591544332,1999.0
solubility,v1,trained_autoencoder+esm2,mlp,44,final,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v1/final/mlp/trained_autoencoder+esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/final/mlp/trained_autoencoder+esm2/seed_44,,0.5685022957268925,0.7063531765882941,0.7604035308953342,0.603,0.6726157278304518,0.7604035308953342,0.603,0.6726157278304518,0.703201287951507,0.7064049049049048,0.8026736736736738,0.7722715402034623,1999.0
